ptNoList|^resultCode|^resultMsg|^rowno|^ptNo|^ptNm|^addr|^orgNm|^wmyr|^wmod|^wmwk|^wmdep|^lonDgr|^lonMin|^lonSec|^latDgr|^latMin|^latSec|^wmcymd|^itemLvl|^itemAmnt|^itemTemp|^itemPh|^itemDoc|^itemBod|^itemCod|^itemSs|^itemTcoli|^itemTn|^itemTp|^itemCd|^itemCn|^itemPb|^itemCr6|^itemAs|^itemHg|^itemCu|^itemAbs|^itemPcb|^itemOp|^itemMn|^itemTrans|^itemCloa|^itemCl|^itemZn|^itemCr|^itemFe|^itemPhenol|^itemNhex|^itemEc|^itemTce|^itemPce|^itemNo3n|^itemNh3n|^itemEcoli|^itemPop|^itemDtn|^itemDtp|^itemFl|^itemCol|^itemCcl4|^itemDceth|^itemDcm|^itemBenzene|^itemChcl3|^itemToc|^itemDehp|^itemAntimon|^itemDiox|^itemHcho|^itemHcb|^itemNi|^itemBa|^itemSe|^numOfRows|^pageNo|^totalCount
3008A40|^00|^NORMAL SERVICE|^462|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^09|^1회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^25.0|^7.6|^5.2|^1.0|^4.3|^2.0|^23|^1.758|^0.072|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.2|^3.5|^ |^ |^ |^ |^0.000|^ |^142|^ |^ |^0.894|^0.084|^6|^0.001|^1.076|^0.019|^ |^ |^ |^ |^ |^ |^ |^3.0|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^463|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^09|^2회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^25.0|^8.2|^5.4|^1.1|^4.1|^2.6|^10|^1.485|^0.065|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^2.6|^6.9|^ |^ |^ |^ |^0.000|^ |^137|^0.000|^0.000|^0.825|^0.073|^3|^0.001|^1.184|^0.038|^ |^ |^0.0000|^0.000|^0.0000|^0.0000|^0.0000|^2.5|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^464|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^09|^3회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^24.0|^7.6|^4.9|^1.2|^4.2|^2.7|^24|^1.530|^0.062|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.4|^5.3|^ |^ |^ |^ |^0.000|^ |^137|^ |^ |^0.889|^0.072|^15|^0.000|^1.323|^0.035|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^465|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^09|^4회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^24.0|^7.5|^5.3|^1.1|^4.4|^4.0|^4|^1.570|^0.024|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.2|^9.0|^ |^ |^ |^ |^0.000|^ |^136|^ |^ |^0.823|^0.078|^1|^0.000|^1.371|^0.012|^ |^ |^ |^ |^ |^ |^ |^2.4|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^466|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^09|^5회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^23.0|^7.6|^5.8|^1.1|^4.5|^3.9|^11|^1.322|^0.052|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.2|^11.3|^ |^ |^ |^ |^0.000|^ |^133|^ |^ |^0.795|^0.090|^2|^0.000|^1.121|^0.026|^ |^ |^ |^ |^ |^ |^ |^3.1|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^467|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^10|^1회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^23.0|^7.8|^8.7|^1.1|^4.7|^3.7|^0|^1.390|^0.017|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^2.0|^28.8|^ |^ |^ |^ |^0.000|^ |^133|^ |^ |^0.718|^0.049|^0|^0.001|^1.234|^0.009|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^468|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^10|^2회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^22.0|^7.6|^9.5|^1.0|^4.7|^3.7|^11|^1.363|^0.016|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.2|^22.0|^ |^ |^ |^ |^0.000|^ |^135|^ |^ |^0.807|^0.051|^2|^0.001|^1.234|^0.008|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^469|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^10|^3회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^20.0|^8.0|^9.9|^0.9|^4.7|^4.5|^18|^1.289|^0.013|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.0|^13.2|^ |^ |^ |^ |^0.000|^ |^134|^ |^ |^0.895|^0.050|^5|^0.002|^1.155|^0.005|^ |^ |^ |^ |^ |^ |^ |^2.6|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^470|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^10|^4회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^19.0|^7.7|^10.5|^0.8|^4.5|^4.1|^34|^1.464|^0.015|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^1.5|^17.4|^ |^ |^ |^ |^0.000|^ |^132|^ |^ |^0.926|^0.052|^8|^0.001|^1.225|^0.007|^ |^ |^ |^ |^ |^ |^ |^2.8|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^471|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^11|^1회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^18.0|^7.3|^9.1|^0.8|^4.4|^4.1|^15|^1.764|^0.014|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.1|^18.4|^ |^ |^ |^ |^0.000|^ |^136|^ |^ |^0.940|^0.067|^3|^0.000|^1.527|^0.004|^ |^ |^ |^ |^ |^ |^ |^2.2|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^472|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^11|^2회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^17.0|^7.6|^9.0|^0.9|^4.3|^3.8|^417|^1.757|^0.016|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^1.7|^17.4|^ |^ |^ |^ |^0.000|^ |^136|^ |^ |^1.001|^0.067|^25|^0.001|^1.616|^0.005|^ |^ |^ |^ |^ |^ |^ |^2.5|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^473|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^11|^3회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^14.0|^8.1|^9.5|^1.0|^4.2|^4.2|^38|^1.439|^0.015|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.2|^14.1|^ |^ |^ |^ |^0.000|^ |^136|^ |^ |^0.987|^0.059|^15|^0.003|^1.336|^0.003|^ |^ |^ |^ |^ |^ |^ |^2.4|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^474|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^11|^4회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^14.0|^8.2|^10.0|^1.0|^4.3|^3.3|^37|^1.433|^0.012|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.7|^18.7|^ |^ |^ |^ |^0.000|^ |^139|^ |^ |^0.923|^0.057|^31|^0.001|^1.264|^0.006|^ |^ |^ |^ |^ |^ |^ |^2.3|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^475|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^12|^1회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^11.0|^8.4|^10.7|^1.0|^4.0|^4.7|^67|^1.915|^0.016|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.2|^11.6|^ |^ |^ |^ |^0.000|^ |^138|^ |^ |^0.921|^0.075|^48|^0.001|^1.630|^0.004|^ |^ |^ |^ |^ |^ |^ |^2.4|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^476|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^12|^2회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^10.0|^8.6|^11.8|^1.0|^3.6|^2.7|^67|^1.529|^0.015|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.1|^13.9|^ |^ |^ |^ |^0.000|^ |^140|^ |^ |^0.911|^0.066|^42|^0.002|^1.178|^0.005|^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^477|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^12|^3회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^10.0|^8.6|^11.8|^1.0|^4.0|^2.5|^75|^1.477|^0.016|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^2.4|^13.6|^ |^ |^ |^ |^0.000|^ |^140|^ |^ |^0.921|^0.056|^55|^0.001|^1.401|^0.010|^ |^ |^ |^ |^ |^ |^ |^2.3|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^478|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^12|^4회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^8.0|^7.7|^11.4|^0.8|^3.9|^2.5|^133|^1.782|^0.016|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.6|^11.8|^ |^ |^ |^ |^0.000|^ |^141|^ |^ |^0.938|^0.072|^57|^0.002|^1.356|^0.008|^ |^ |^ |^ |^ |^ |^ |^2.2|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^479|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2009|^12|^5회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^8.0|^8.6|^11.4|^0.9|^3.3|^2.0|^45|^1.436|^0.006|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.3|^9.3|^ |^ |^ |^ |^0.000|^ |^143|^ |^ |^0.915|^0.054|^34|^0.002|^1.285|^0.002|^ |^ |^ |^ |^ |^ |^ |^2.2|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^480|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^01|^1회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^6.0|^8.1|^11.7|^0.9|^3.9|^2.5|^17|^1.467|^0.011|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.8|^7.3|^ |^ |^ |^ |^0.000|^ |^144|^ |^ |^0.920|^0.064|^7|^0.001|^1.391|^0.008|^ |^ |^ |^ |^ |^ |^ |^2.6|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^481|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^01|^2회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^5.0|^7.7|^12.7|^0.9|^3.9|^1.0|^14|^1.878|^0.007|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.8|^6.1|^ |^ |^ |^ |^0.000|^ |^144|^ |^ |^0.934|^0.068|^1|^0.001|^1.517|^0.004|^ |^ |^ |^ |^ |^ |^ |^2.3|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^482|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^01|^3회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^4.0|^8.0|^12.4|^0.9|^3.8|^1.4|^3|^1.506|^0.010|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.6|^3.5|^ |^ |^ |^ |^0.000|^ |^144|^ |^ |^0.892|^0.062|^0|^0.000|^1.385|^0.006|^ |^ |^ |^ |^ |^ |^ |^2.3|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^483|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^01|^4회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^3.0|^8.3|^12.9|^0.8|^3.4|^3.9|^15|^1.294|^0.010|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^3.1|^2.3|^ |^ |^ |^ |^0.000|^ |^145|^ |^ |^0.858|^0.059|^0|^0.000|^1.147|^0.005|^ |^ |^ |^ |^ |^ |^ |^2.3|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^484|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^02|^1회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^3.0|^9.3|^14.1|^0.7|^3.6|^2.3|^11|^1.732|^0.058|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.0|^2.6|^ |^ |^ |^ |^0.000|^ |^147|^ |^ |^0.747|^0.084|^1|^0.001|^1.372|^0.035|^ |^ |^ |^ |^ |^ |^ |^2.2|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^485|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^02|^2회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^4.0|^8.3|^12.8|^0.7|^3.5|^2.0|^1|^1.694|^0.008|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.0|^2.7|^ |^ |^ |^ |^0.000|^ |^143|^ |^ |^0.739|^0.085|^0|^0.003|^1.459|^0.004|^ |^ |^ |^ |^ |^ |^ |^2.1|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^486|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^02|^3회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^3.0|^7.5|^13.3|^0.7|^3.4|^1.7|^11|^2.049|^0.012|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.2|^4.1|^ |^ |^ |^ |^0.000|^ |^145|^ |^ |^0.657|^0.087|^2|^0.003|^1.632|^0.007|^ |^ |^ |^ |^ |^ |^ |^2.3|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^487|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^02|^4회차|^ |^127|^28|^44|^36|^22|^6|^ |^ |^ |^4.0|^7.6|^12.7|^0.8|^3.4|^1.6|^4|^1.705|^0.009|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^3.5|^3.4|^ |^ |^ |^ |^0.000|^ |^146|^ |^ |^0.497|^0.086|^1|^0.000|^1.572|^0.006|^ |^ |^ |^ |^ |^ |^ |^2.4|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^488|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^03|^1회차|^ |^127|^28|^44|^36|^22|^6|^20100303|^ |^ |^5.0|^7.6|^12.6|^0.9|^3.3|^2.4|^36|^1.857|^0.011|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.1|^5.1|^ |^ |^ |^ |^0.000|^ |^148|^ |^ |^1.016|^0.067|^2|^0.003|^1.711|^0.006|^ |^ |^ |^ |^ |^ |^ |^2.5|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^489|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^03|^2회차|^ |^127|^28|^44|^36|^22|^6|^20100310|^ |^ |^5.0|^7.6|^12.7|^0.8|^3.3|^2.3|^2|^1.366|^0.008|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^2.2|^3.4|^ |^ |^ |^ |^0.000|^ |^146|^0.000|^0.000|^0.937|^0.060|^0|^0.001|^1.033|^0.004|^ |^ |^0.0000|^0.000|^0.0000|^0.0000|^0.0000|^2.0|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^490|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^03|^3회차|^ |^127|^28|^44|^36|^22|^6|^20100317|^ |^ |^5.0|^7.3|^12.8|^0.8|^3.4|^2.7|^1|^1.325|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.3|^3.1|^ |^ |^ |^ |^0.000|^ |^149|^ |^ |^0.961|^0.050|^0|^0.004|^1.083|^0.007|^ |^ |^ |^ |^ |^ |^ |^2.1|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^491|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^03|^4회차|^ |^127|^28|^44|^36|^22|^6|^20100324|^ |^ |^6.0|^7.6|^12.8|^0.8|^3.4|^2.4|^1|^1.154|^0.010|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.0|^2.9|^ |^ |^ |^ |^0.000|^ |^149|^ |^ |^0.986|^0.042|^0|^0.000|^1.033|^0.005|^ |^ |^ |^ |^ |^ |^ |^1.9|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^492|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^03|^5회차|^ |^127|^28|^44|^36|^22|^6|^20100331|^ |^ |^7.0|^7.7|^12.8|^0.8|^3.3|^3.0|^2|^1.466|^0.008|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.1|^2.7|^ |^ |^ |^ |^0.000|^ |^149|^ |^ |^0.987|^0.061|^0|^0.000|^1.392|^0.006|^ |^ |^ |^ |^ |^ |^ |^1.8|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^493|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^04|^1회차|^ |^127|^28|^44|^36|^22|^6|^20100407|^ |^ |^8.0|^7.6|^12.3|^0.8|^3.3|^3.1|^5|^1.382|^0.012|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^1.9|^2.1|^ |^ |^ |^ |^0.000|^ |^148|^ |^ |^1.019|^0.062|^0|^0.004|^1.216|^0.007|^ |^ |^ |^ |^ |^ |^ |^2.0|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^494|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^04|^2회차|^ |^127|^28|^44|^36|^22|^6|^20100412|^ |^ |^8.0|^7.8|^12.3|^0.8|^3.3|^2.0|^11|^1.674|^0.012|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.0|^2.9|^ |^ |^ |^ |^0.000|^ |^151|^ |^ |^1.039|^0.068|^1|^0.004|^1.212|^0.006|^ |^ |^ |^ |^ |^ |^ |^1.9|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^495|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^04|^3회차|^ |^127|^28|^44|^36|^22|^6|^20100419|^ |^ |^9.0|^7.9|^12.2|^0.8|^3.2|^0.8|^5|^1.561|^0.012|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.6|^2.4|^ |^ |^ |^ |^0.000|^ |^153|^ |^ |^1.029|^0.060|^0|^0.001|^1.270|^0.004|^ |^ |^ |^ |^ |^ |^ |^1.8|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^496|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^04|^4회차|^ |^127|^28|^44|^36|^22|^6|^20100426|^ |^ |^11.0|^8.1|^12.1|^0.8|^3.2|^4.6|^6|^1.543|^0.011|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.2|^3.1|^ |^ |^ |^ |^0.000|^ |^155|^ |^ |^1.082|^0.065|^0|^0.001|^1.307|^0.003|^ |^ |^ |^ |^ |^ |^ |^1.6|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^497|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^05|^1회차|^ |^127|^28|^44|^36|^22|^6|^20100504|^ |^ |^11.0|^7.7|^11.7|^0.8|^3.3|^3.4|^13|^2.037|^0.014|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^3.1|^2.4|^ |^ |^ |^ |^0.000|^ |^157|^ |^ |^1.109|^0.121|^5|^0.001|^1.782|^0.005|^ |^ |^ |^ |^ |^ |^ |^1.8|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^498|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^05|^2회차|^ |^127|^28|^44|^36|^22|^6|^20100510|^ |^ |^13.0|^7.9|^11.9|^1.0|^3.4|^3.5|^11|^1.876|^0.016|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.1|^3.6|^ |^ |^ |^ |^0.000|^ |^157|^ |^ |^1.378|^0.099|^0|^0.001|^1.715|^0.010|^ |^ |^ |^ |^ |^ |^ |^1.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^499|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^05|^3회차|^ |^127|^28|^44|^36|^22|^6|^20100517|^ |^ |^15.0|^8.0|^10.9|^1.0|^3.2|^3.9|^5|^2.032|^0.017|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.4|^4.4|^ |^ |^ |^ |^0.000|^ |^158|^ |^ |^1.280|^0.099|^0|^0.001|^1.798|^0.005|^ |^ |^ |^ |^ |^ |^ |^1.7|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^500|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^05|^4회차|^ |^127|^28|^44|^36|^22|^6|^20100524|^ |^ |^14.0|^7.9|^10.4|^0.9|^3.0|^4.0|^5|^2.390|^0.018|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^1.6|^10.3|^ |^ |^ |^ |^0.000|^ |^156|^ |^ |^1.439|^0.122|^1|^0.001|^2.254|^0.007|^ |^ |^ |^ |^ |^ |^ |^1.1|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^501|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^06|^1회차|^ |^127|^28|^44|^36|^22|^6|^20100603|^ |^ |^18.0|^8.3|^10.2|^1.0|^3.3|^3.0|^9|^1.987|^0.010|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^4.0|^10.0|^ |^ |^ |^ |^0.000|^ |^167|^ |^ |^1.280|^0.089|^4|^0.001|^1.588|^0.004|^ |^ |^ |^ |^ |^ |^ |^0.8|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^502|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^06|^2회차|^ |^127|^28|^44|^36|^22|^6|^20100607|^ |^ |^18.0|^8.2|^10.0|^1.0|^3.4|^1.8|^3|^2.097|^0.014|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^4.3|^3.4|^ |^ |^ |^ |^0.000|^ |^158|^ |^ |^1.463|^0.064|^0|^0.001|^1.747|^0.006|^ |^ |^ |^ |^ |^ |^ |^1.0|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^503|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2010|^06|^3회차|^ |^127|^28|^44|^36|^22|^6|^20100614|^ |^ |^22.0|^8.2|^10.1|^0.9|^3.2|^2.7|^6|^2.076|^0.015|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.2|^3.4|^ |^ |^ |^ |^0.000|^ |^159|^ |^ |^1.310|^0.049|^3|^0.001|^1.737|^0.006|^ |^ |^ |^ |^ |^ |^ |^0.8|^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
