ptNoList|^resultCode|^resultMsg|^rowno|^ptNo|^ptNm|^addr|^orgNm|^wmyr|^wmod|^wmwk|^wmdep|^lonDgr|^lonMin|^lonSec|^latDgr|^latMin|^latSec|^wmcymd|^itemLvl|^itemAmnt|^itemTemp|^itemPh|^itemDoc|^itemBod|^itemCod|^itemSs|^itemTcoli|^itemTn|^itemTp|^itemCd|^itemCn|^itemPb|^itemCr6|^itemAs|^itemHg|^itemCu|^itemAbs|^itemPcb|^itemOp|^itemMn|^itemTrans|^itemCloa|^itemCl|^itemZn|^itemCr|^itemFe|^itemPhenol|^itemNhex|^itemEc|^itemTce|^itemPce|^itemNo3n|^itemNh3n|^itemEcoli|^itemPop|^itemDtn|^itemDtp|^itemFl|^itemCol|^itemCcl4|^itemDceth|^itemDcm|^itemBenzene|^itemChcl3|^itemToc|^itemDehp|^itemAntimon|^itemDiox|^itemHcho|^itemHcb|^itemNi|^itemBa|^itemSe|^numOfRows|^pageNo|^totalCount
3008A40|^00|^NORMAL SERVICE|^265|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2005|^11|^4회차|^ |^127|^28|^44|^36|^22|^6|^20051116|^ |^ |^16.0|^8.2|^11.3|^1.2|^3.7|^5.7|^63|^2.306|^0.015|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^26.8|^ |^ |^ |^ |^0.000|^ |^107|^ |^ |^0.988|^0.005|^0|^0.000|^1.192|^0.008|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^266|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2005|^12|^1회차|^ |^127|^28|^44|^36|^22|^6|^20051123|^ |^ |^14.0|^8.2|^12.1|^1.0|^3.7|^5.6|^24|^1.761|^0.017|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^26.3|^ |^ |^ |^ |^0.000|^ |^105|^ |^ |^0.989|^0.015|^1|^0.000|^1.106|^0.010|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^267|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2005|^12|^2회차|^ |^127|^28|^44|^36|^22|^6|^20051129|^ |^ |^14.0|^8.2|^12.3|^0.9|^3.6|^4.7|^35|^1.623|^0.013|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^20.6|^ |^ |^ |^ |^0.000|^ |^104|^ |^ |^0.972|^0.012|^0|^0.000|^1.253|^0.005|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^268|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2005|^12|^3회차|^ |^127|^28|^44|^36|^22|^6|^20051206|^ |^ |^12.0|^8.4|^10.7|^0.8|^3.1|^2.8|^45|^1.158|^0.014|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^9.9|^ |^ |^ |^ |^0.000|^ |^95|^ |^ |^0.974|^0.012|^0|^0.000|^1.041|^0.007|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^269|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2005|^12|^4회차|^ |^127|^28|^44|^36|^22|^6|^20051213|^ |^ |^10.0|^7.7|^11.5|^0.8|^3.2|^2.3|^96|^1.238|^0.013|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.4|^ |^ |^ |^ |^0.000|^ |^103|^ |^ |^0.973|^0.012|^0|^0.000|^1.172|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^270|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^01|^1회차|^ |^127|^28|^44|^36|^22|^6|^20051220|^ |^ |^8.0|^7.8|^12.2|^0.8|^2.9|^1.7|^96|^1.238|^0.013|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.4|^ |^ |^ |^ |^0.000|^ |^87|^ |^ |^0.986|^0.013|^0|^0.000|^1.172|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^271|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^01|^2회차|^ |^127|^28|^44|^36|^22|^6|^20051227|^ |^ |^6.0|^8.5|^13.7|^0.9|^3.0|^1.4|^149|^1.337|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.2|^ |^ |^ |^ |^0.000|^ |^84|^ |^ |^1.142|^0.015|^0|^0.000|^1.225|^0.006|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^272|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^01|^3회차|^ |^127|^28|^44|^36|^22|^6|^20060104|^ |^ |^6.0|^8.1|^13.7|^1.0|^3.3|^1.5|^171|^1.480|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.5|^ |^ |^ |^ |^0.000|^ |^83|^ |^ |^0.993|^0.009|^0|^0.000|^1.384|^0.000|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^273|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^01|^4회차|^ |^127|^28|^44|^36|^22|^6|^20060111|^ |^ |^4.0|^8.4|^12.3|^1.0|^3.3|^1.4|^22|^1.268|^0.006|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^3.4|^ |^ |^ |^ |^0.000|^ |^80|^ |^ |^0.974|^0.011|^0|^0.000|^1.189|^0.000|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^274|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^01|^5회차|^ |^127|^28|^44|^36|^22|^6|^20060119|^ |^ |^4.0|^8.7|^12.4|^1.0|^3.4|^1.4|^24|^1.376|^0.003|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.8|^ |^ |^ |^ |^0.000|^ |^81|^ |^ |^0.978|^0.014|^1|^0.000|^1.205|^0.002|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^275|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^02|^1회차|^ |^127|^28|^44|^36|^22|^6|^20060126|^ |^ |^4.4|^7.8|^12.5|^1.1|^3.4|^2.7|^4|^1.288|^0.016|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.8|^ |^ |^ |^ |^0.000|^ |^110|^ |^ |^1.005|^0.020|^0|^0.000|^1.085|^0.006|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^276|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^02|^2회차|^ |^127|^28|^44|^36|^22|^6|^20060201|^ |^ |^4.6|^7.8|^12.6|^1.0|^3.4|^1.7|^2|^1.343|^0.018|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.4|^ |^ |^ |^ |^0.000|^ |^80|^ |^ |^0.976|^0.016|^1|^0.000|^1.189|^0.008|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^277|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^02|^3회차|^ |^127|^28|^44|^36|^22|^6|^20060209|^ |^ |^3.4|^8.7|^13.5|^1.1|^3.5|^2.9|^4|^1.352|^0.008|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^1.7|^ |^ |^ |^ |^0.000|^ |^77|^ |^ |^0.997|^0.018|^0|^0.000|^1.216|^0.005|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^278|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^02|^4회차|^ |^127|^28|^44|^36|^22|^6|^20060215|^ |^ |^3.8|^8.2|^13.2|^1.1|^3.7|^1.0|^5|^1.289|^0.007|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^1.6|^ |^ |^ |^ |^0.000|^ |^80|^ |^ |^1.010|^0.019|^0|^0.000|^1.251|^0.000|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^279|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^03|^1회차|^ |^127|^28|^44|^36|^22|^6|^20060223|^ |^ |^4.3|^7.8|^12.0|^1.0|^3.6|^0.9|^7|^1.541|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^1.3|^ |^ |^ |^ |^0.000|^ |^138|^ |^ |^0.974|^0.019|^0|^0.000|^1.023|^0.004|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^280|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^03|^2회차|^ |^127|^28|^44|^36|^22|^6|^20060302|^ |^ |^4.7|^8.0|^12.9|^1.0|^3.4|^1.2|^2|^1.203|^0.017|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^1.3|^ |^ |^ |^ |^0.000|^ |^93|^ |^ |^1.012|^0.021|^0|^0.000|^1.121|^0.002|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^281|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^03|^3회차|^ |^127|^28|^44|^36|^22|^6|^20060308|^ |^ |^5.5|^8.4|^13.1|^0.9|^3.2|^1.2|^7|^1.210|^0.007|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^1.5|^ |^ |^ |^ |^0.000|^ |^91|^ |^ |^1.010|^0.018|^0|^0.000|^1.165|^0.000|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^282|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^03|^4회차|^ |^127|^28|^44|^36|^22|^6|^20060316|^ |^ |^5.4|^7.1|^12.8|^1.0|^3.3|^0.9|^3|^1.270|^0.010|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.1|^ |^ |^ |^ |^0.000|^ |^118|^ |^ |^1.000|^0.020|^0|^0.000|^1.094|^0.004|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^283|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^04|^1회차|^ |^127|^28|^44|^36|^22|^6|^20060322|^ |^ |^6.5|^8.2|^12.9|^1.0|^3.4|^1.1|^0|^1.199|^0.008|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.3|^ |^ |^ |^ |^0.000|^ |^86|^ |^ |^1.010|^0.019|^0|^0.000|^1.124|^0.004|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^284|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^04|^2회차|^ |^127|^28|^44|^36|^22|^6|^20060330|^ |^ |^7.0|^8.3|^12.3|^1.2|^3.4|^2.0|^2|^1.405|^0.011|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.0|^ |^ |^ |^ |^0.000|^ |^90|^ |^ |^1.024|^0.014|^0|^0.004|^1.215|^0.002|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^285|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^04|^3회차|^ |^127|^28|^44|^36|^22|^6|^20060405|^ |^ |^7.2|^7.7|^13.9|^1.0|^3.1|^1.0|^1|^11.335|^0.009|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^2.8|^ |^ |^ |^ |^0.000|^ |^121|^ |^ |^1.061|^0.014|^0|^0.000|^1.077|^0.004|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^286|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^04|^4회차|^ |^127|^28|^44|^36|^22|^6|^20060413|^ |^ |^8.5|^7.9|^13.3|^1.0|^3.0|^1.1|^10|^1.223|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.1|^ |^ |^ |^ |^0.000|^ |^123|^ |^ |^1.111|^0.027|^0|^0.000|^1.148|^0.005|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^287|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^04|^5회차|^ |^127|^28|^44|^36|^22|^6|^20060420|^ |^ |^8.4|^7.9|^12.7|^1.1|^3.0|^1.2|^2|^1.415|^0.009|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.9|^ |^ |^ |^ |^0.000|^ |^123|^ |^ |^1.071|^0.020|^0|^0.000|^1.118|^0.002|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^288|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^05|^1회차|^ |^127|^28|^44|^36|^22|^6|^20060425|^ |^ |^8.8|^7.4|^13.0|^1.1|^2.9|^2.7|^36|^1.573|^0.010|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.3|^ |^ |^ |^ |^0.000|^ |^127|^ |^ |^1.131|^0.029|^1|^0.000|^1.228|^0.006|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^289|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^05|^2회차|^ |^127|^28|^44|^36|^22|^6|^20060502|^ |^ |^11.6|^7.7|^13.2|^0.9|^2.7|^2.0|^52|^1.350|^0.019|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^1.8|^ |^ |^ |^ |^0.000|^ |^129|^ |^ |^1.123|^0.024|^0|^0.000|^1.220|^0.007|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^290|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^05|^3회차|^ |^127|^28|^44|^36|^22|^6|^20060509|^ |^ |^13.8|^7.8|^13.3|^0.9|^2.6|^1.5|^70|^1.191|^0.008|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^2.1|^ |^ |^ |^ |^0.000|^ |^131|^ |^ |^1.150|^0.020|^36|^0.000|^1.178|^0.000|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^291|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^05|^4회차|^ |^127|^28|^44|^36|^22|^6|^20060516|^ |^ |^14.7|^7.9|^12.1|^0.9|^2.6|^1.6|^69|^1.248|^0.017|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.3|^ |^ |^ |^ |^0.000|^ |^133|^ |^ |^1.143|^0.029|^14|^0.000|^1.196|^0.011|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^292|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^06|^1회차|^ |^127|^28|^44|^36|^22|^6|^20060523|^ |^ |^13.4|^7.5|^11.0|^0.8|^2.6|^1.6|^24|^1.426|^0.017|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^0.000|^ |^132|^ |^ |^1.194|^0.047|^7|^0.000|^1.281|^0.000|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^293|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^06|^2회차|^ |^127|^28|^44|^36|^22|^6|^20060529|^ |^ |^16.1|^7.4|^10.1|^0.8|^2.7|^1.5|^11|^1.533|^0.016|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^3.6|^ |^ |^ |^ |^0.000|^ |^132|^ |^ |^1.148|^0.039|^0|^0.000|^1.388|^0.006|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^294|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^06|^3회차|^ |^127|^28|^44|^36|^22|^6|^20060607|^ |^ |^18.6|^7.8|^10.3|^1.0|^2.9|^1.7|^3|^1.433|^0.017|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^4.6|^ |^ |^ |^ |^0.000|^ |^137|^ |^ |^1.142|^0.036|^0|^0.000|^1.322|^0.008|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^295|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^06|^4회차|^ |^127|^28|^44|^36|^22|^6|^20060614|^ |^ |^19.5|^7.6|^9.5|^1.0|^3.0|^2.4|^39|^1.643|^0.010|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^5.2|^ |^ |^ |^ |^0.000|^ |^136|^ |^ |^1.166|^0.024|^10|^0.000|^1.473|^0.005|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^296|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^07|^1회차|^ |^127|^28|^44|^36|^22|^6|^20060620|^ |^ |^21.5|^7.9|^10.5|^0.9|^3.1|^1.0|^713|^1.761|^0.019|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^2.7|^ |^ |^ |^ |^0.000|^ |^137|^ |^ |^1.150|^0.024|^1|^0.002|^1.391|^0.013|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^297|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^07|^2회차|^ |^127|^28|^44|^36|^22|^6|^20060627|^ |^ |^21.2|^7.6|^8.7|^1.0|^3.1|^1.9|^107|^1.524|^0.027|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^5.2|^ |^ |^ |^ |^0.000|^ |^139|^ |^ |^1.095|^0.024|^1|^0.002|^1.387|^0.013|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^298|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^07|^3회차|^ |^127|^28|^44|^36|^22|^6|^20060703|^ |^ |^23.1|^7.6|^8.8|^1.1|^3.0|^2.5|^593|^1.939|^0.023|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^0.0000|^0.0000|^ |^ |^5.4|^ |^ |^ |^ |^0.000|^ |^139|^0.000|^0.000|^1.076|^0.039|^2|^0.000|^1.709|^0.011|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^299|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^07|^4회차|^ |^127|^28|^44|^36|^22|^6|^20060711|^ |^ |^21.3|^7.3|^6.9|^1.0|^2.9|^2.5|^337|^1.661|^0.019|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^5.8|^ |^ |^ |^ |^0.000|^ |^141|^ |^ |^1.122|^0.056|^23|^0.000|^1.384|^0.013|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^300|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^07|^5회차|^ |^127|^28|^44|^36|^22|^6|^20060719|^ |^ |^21.6|^7.4|^5.6|^1.0|^2.9|^2.9|^121|^2.514|^0.054|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^1.6|^ |^ |^ |^ |^0.000|^ |^122|^ |^ |^1.532|^0.023|^47|^0.022|^2.230|^0.030|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^301|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^08|^1회차|^ |^127|^28|^44|^36|^22|^6|^20060725|^ |^ |^20.7|^8.1|^8.2|^1.2|^3.2|^3.6|^97|^2.211|^0.060|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^11.3|^ |^ |^ |^ |^0.000|^ |^106|^ |^ |^1.364|^0.031|^68|^0.022|^1.700|^0.032|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^302|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^08|^2회차|^ |^127|^28|^44|^36|^22|^6|^20060802|^ |^ |^22.7|^7.9|^7.3|^1.3|^3.4|^5.1|^31|^1.958|^0.045|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^9.9|^ |^ |^ |^ |^0.000|^ |^107|^ |^ |^1.566|^0.017|^9|^0.014|^1.818|^0.028|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^303|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^08|^3회차|^ |^127|^28|^44|^36|^22|^6|^20060810|^ |^ |^23.7|^8.3|^8.1|^1.4|^3.7|^5.2|^53|^2.339|^0.031|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^22.1|^ |^ |^ |^ |^0.000|^ |^111|^ |^ |^1.487|^0.017|^3|^0.003|^2.040|^0.017|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^304|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^08|^4회차|^ |^127|^28|^44|^36|^22|^6|^20060817|^ |^ |^25.5|^8.5|^7.6|^1.6|^3.9|^4.4|^77|^1.732|^0.031|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^20.7|^ |^ |^ |^ |^0.000|^ |^114|^ |^ |^1.080|^0.034|^0|^0.002|^1.395|^0.017|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^305|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^09|^1회차|^ |^127|^28|^44|^36|^22|^6|^20060824|^ |^ |^25.2|^7.8|^4.9|^1.5|^4.0|^4.0|^933|^1.701|^0.037|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^6.4|^ |^ |^ |^ |^0.000|^ |^107|^ |^ |^1.332|^0.030|^18|^0.003|^1.449|^0.023|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^306|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^09|^2회차|^ |^127|^28|^44|^36|^22|^6|^20060830|^ |^ |^25.7|^8.0|^5.7|^1.3|^3.8|^3.4|^270|^1.580|^0.026|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^13.2|^ |^ |^ |^ |^0.000|^ |^107|^ |^ |^1.125|^0.045|^11|^0.008|^1.365|^0.016|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
3008A40|^00|^NORMAL SERVICE|^307|^3008A40|^대청댐|^대전광역시 동구 추동 추동취수탑|^금강물환경연구소|^2006|^09|^3회차|^ |^127|^28|^44|^36|^22|^6|^20060905|^ |^ |^25.2|^7.8|^5.2|^1.2|^3.9|^3.5|^27|^1.847|^0.024|^0.000|^0.00|^0.00|^0.00|^0.000|^0.0000|^ |^0.0|^ |^ |^ |^ |^8.8|^ |^ |^ |^ |^0.000|^ |^105|^ |^ |^1.164|^0.039|^1|^0.000|^1.501|^0.014|^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^ |^999|^1|^988
